Zini;logAge;logTe;logg
0.0152;10.0000;3.5151;0.2180
0.0152;10.0000;3.5079;0.1370
0.0152;10.0000;3.4927;-0.0260
0.0152;10.0000;3.4896;-0.0580
0.0152;10.0000;3.4907;-0.0450
0.0152;10.0000;3.4922;-0.0290
0.0152;10.0000;3.4888;-0.0660
0.0152;10.0000;3.4857;-0.0990
0.0152;10.0000;3.4821;-0.1380
0.0152;10.0000;3.4791;-0.1710
0.0152;10.0000;3.4757;-0.2060
0.0152;10.0000;3.4722;-0.2440
0.0152;10.0000;3.4697;-0.2710
0.0152;10.0000;3.5084;0.1570
0.0152;10.0000;3.5277;0.3640
0.0152;10.0000;3.5514;0.6180
0.0152;10.0000;3.5471;0.5710
0.0152;10.0000;3.5275;0.3620
0.0152;10.0000;3.5034;0.1040
0.0152;10.0000;3.4837;-0.1060
0.0152;10.0000;3.4711;-0.2410
0.0152;10.0000;3.4646;-0.3110
0.0152;10.0000;3.4615;-0.3440
0.0152;10.0000;3.4657;-0.3390
0.0152;10.0000;3.4916;-0.0220
0.0152;10.0000;3.5186;0.2680
0.0152;10.0000;3.5424;0.5230
0.0152;10.0000;3.5382;0.4780
0.0152;10.0000;3.5188;0.2730
0.0152;10.0000;3.4947;0.0180
0.0152;10.0000;3.4748;-0.1900
0.0152;10.0000;3.4618;-0.3220
0.0152;10.0000;3.4550;-0.3910
0.0152;10.0000;3.4518;-0.4220
0.0152;10.0000;3.4730;-0.3460
0.0152;10.0000;3.4839;-0.0920
0.0152;10.0000;3.5130;0.2050
0.0152;10.0000;3.5389;0.4680
0.0152;10.0000;3.5349;0.4240
0.0152;10.0000;3.5147;0.2150
0.0152;10.0000;3.4895;-0.0430
0.0152;10.0000;3.4690;-0.2530
0.0152;10.0000;3.4561;-0.3870
0.0152;10.0000;3.4499;-0.4540
0.0152;10.0000;3.4478;-0.4810
0.0152;10.0000;3.4818;-0.3560
0.0152;10.0000;3.4833;-0.1440
0.0152;10.0000;3.5149;0.1620
0.0152;10.0000;3.5434;0.4350
0.0152;10.0000;3.5396;0.3910
0.0152;10.0000;3.5186;0.1790
0.0152;10.0000;3.4923;-0.0830
0.0152;10.0000;3.4711;-0.2960
0.0152;10.0000;3.4585;-0.4300
0.0152;10.0000;3.4535;-0.4930
0.0152;10.0000;3.4535;-0.5150
0.0152;10.0000;3.5011;-0.3370
0.0152;10.0000;3.4959;-0.1570
0.0152;10.0000;3.5322;0.1670
0.0152;10.0000;3.5658;0.4600
0.0152;10.0000;3.5634;0.4210
0.0152;10.0000;3.5421;0.2080
0.0152;10.0000;3.5152;-0.0560
0.0152;10.0000;3.4946;-0.2670
0.0152;10.0000;3.4844;-0.3920
0.0152;10.0000;3.4839;-0.4390
0.0152;10.0000;3.4903;-0.4360
0.0152;10.0000;3.5386;-0.2580
0.0152;10.0000;4.0000;1.8550
