Zini;logAge;logTe;logg
0.0152;9;3.684;2.657
0.0152;9;3.6877;2.723
0.0152;9;3.6909;2.779
0.0152;9;3.6942;2.834
0.0152;9;3.6976;2.889
0.0152;9;3.6988;2.907
0.0152;9;3.6988;2.903
0.0152;9;3.6991;2.887
0.0152;9;3.6995;2.857
0.0152;9;3.6996;2.824
0.0152;9;3.6995;2.799
0.0152;9;3.6988;2.762
0.0152;9;3.6981;2.737
0.0152;9;3.697;2.707
0.0152;9;3.6963;2.693
0.0152;9;3.6927;2.638
0.0152;9;3.6912;2.611
0.0152;9;3.6866;2.551
0.0152;9;3.682;2.487
0.0152;9;3.6778;2.425
0.0152;9;3.674;2.366
0.0152;9;3.6704;2.31
0.0152;9;3.6678;2.268
0.0152;9;3.6675;2.264
0.0152;9;3.6656;2.231
0.0152;9;3.6655;2.23
0.0152;9;3.6676;2.262
0.0152;9;3.6663;2.242
0.0152;9;3.665;2.22
0.0152;9;3.662;2.172
0.0152;9;3.659;2.123
0.0152;9;3.6559;2.073
0.0152;9;3.6527;2.02
0.0152;9;3.6493;1.965
0.0152;9;3.6448;1.893
0.0152;9;3.6407;1.827
0.0152;9;3.6373;1.771
0.0152;9;3.6317;1.708
0.0152;9;3.6286;1.657
0.0152;9;3.6249;1.605
0.0152;9;3.6211;1.553
0.0152;9;3.618;1.505
0.0152;9;3.6151;1.457
0.0152;9;3.612;1.406
0.0152;9;3.6081;1.345
0.0152;9;3.6023;1.253
0.0152;9;3.5969;1.171
0.0152;9;3.5929;1.11
0.0152;9;3.5896;1.059
0.0152;9;3.5865;1.013
0.0152;9;3.5836;0.97
0.0152;9;3.5807;0.928
0.0152;9;3.5778;0.887
0.0152;9;3.5748;0.844
0.0152;9;3.5718;0.803
0.0152;9;3.5704;0.783
0.0152;9;3.5699;0.776
0.0152;9;3.57;0.778
0.0152;9;3.57;0.778
0.0152;9;3.57;0.779
0.0152;9;3.5701;0.779
0.0152;9;3.5701;0.779
0.0152;9;3.57;0.779
0.0152;9;3.57;0.778
0.0152;9;3.5698;0.775
0.0152;9;3.5693;0.768
0.0152;9;3.5686;0.758
0.0152;9;3.5674;0.742
0.0152;9;3.5658;0.72
0.0152;9;3.5644;0.702
0.0152;9;3.5631;0.685
