CNAME,GES_FLD,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,VRAD,E_VRAD,NA1,MG1,SI1,CA1,SC2,TI1,TI2,V1,CR1,FE1,FE2,CO1,NI1,Y2,BA2
07451362-3812204,NGC2451,116.306749999998,-38.20566666666602,143.3733,5473.0,88.0,4.2872453,0.11849168,0.53807366,10.9705,0.3646026,6.83,8.14,8.06,6.84,4.13,5.35,5.59,4.54,6.07,7.98,8.11,5.49,6.85,2.63,2.49
07481289-3716457,NGC2451,117.05370833333134,-37.279361111110475,110.63389,6521.0,0.0,3.91,0.0,-0.04,11.218651,0.9185757,6.36,7.67,7.46,7.1410003,2.85,5.28,4.56,4.777,5.82,7.12,6.86,4.78,6.4,2.36,0.614
07394770-3743365,NGC2451,114.94874999999806,-37.726805555554925,373.97806,6365.0,24.0,4.2949495,0.048606157000000004,0.06574763,12.396951,0.36553620000000003,6.27,7.46,7.53,6.57,3.45,5.05,4.98,4.187,5.65,7.59,7.54,5.06,6.29,2.09,2.25
07452095-3749529,NGC2451,116.3372916666647,-37.831361111110475,242.35088,6269.0,0.0,3.9,0.0,-0.1,13.52455,4.2426405,6.43,,7.45,6.501,2.96,5.72,4.54,3.8470001000000003,5.78,7.57,7.52,5.41,6.36,2.69,1.8440001
07450374-3806107,NGC2451,116.2655833333314,-38.10297222222158,171.03947,5881.0,0.0,4.41,0.0,-0.03,14.213901000000002,1.0418302,6.36,7.55,7.57,6.6410003,3.03,5.06,5.07,4.177,5.74,7.59,7.7,4.87,6.22,2.45,2.7239999999999998
07472596-3748156,NGC2451,116.85816666666472,-37.804333333332686,120.27332,6003.0,0.0,4.18,0.0,-0.01,14.4762,3.0,6.2,,7.38,6.721,3.16,5.14,4.93,4.2269998,6.04,7.65,7.55,5.61,6.17,2.35,2.5540001
07464553-3749339,NGC2451,116.68970833333135,-37.826083333332704,143.07152,5869.0,34.0,4.1111913,0.07827904,-0.30686206,14.5014,0.36490476,5.85,7.16,7.19,6.23,3.0900002,4.63,4.6,3.79,5.26,7.17,7.19,4.63,5.9,1.67,1.91
07440992-3754528,NGC2451,116.04133333333138,-37.91466666666603,128.08296,5781.0,0.0,4.39,0.0,0.05,14.9515505,0.4087754,6.35,7.66,7.48,6.761,3.16,5.2,4.95,4.3069997,5.82,7.66,7.53,4.89,6.27,2.51,2.5640001
07445457-3819061,NGC2451,116.22737499999805,-38.31836111111046,94.494644,6385.0,123.0,3.9900512999999997,0.15893722,-0.12855591,14.9931,0.403946,6.0,7.09,7.41,6.33,3.0600002,4.71,4.59,4.297,5.34,7.38,7.33,4.91,5.97,1.81,1.86
07424464-3806142,NGC2451,115.68599999999806,-38.10394444444381,240.10507,6377.0,219.0,4.0845103,0.26441002,-0.014382913,15.04315,0.38420373,6.18,7.2,7.4,6.4900002,3.13,4.83,4.67,4.72,5.45,7.43,7.42,4.86,5.99,1.91,2.02
07443639-3754018,NGC2451,116.15162499999805,-37.90049999999936,93.92243,5548.0,0.0,4.43,0.0,-0.05,15.2841,0.17407910000000001,,,,,,,,,,6.95,7.85,,6.4166636,,
07454219-3744382,NGC2451,116.4257916666647,-37.74394444444381,265.2238,6331.0,0.0,4.01,0.0,0.0,15.4293,3.0,,,,,,,,,,,,,,,
07454586-3753499,NGC2451,116.44108333333135,-37.89719444444381,92.73195,5755.0,12.0,4.655806,0.13361629999999994,-0.07048268,15.84625,0.36764440000000004,6.0699997,7.259999799999999,7.22,6.4,3.19,4.99,4.85,4.12,5.59,7.43,7.4,4.77,6.07,1.98,2.17
07442926-3746443,NGC2451,116.1219166666647,-37.77897222222158,149.55508,5820.0,0.0,4.4,0.0,0.01,16.122002,0.47943625,6.01,7.56,7.49,6.5710000000000015,3.16,4.97,5.0,4.177,5.73,7.54,7.64,4.7,6.16,2.37,2.6639999999999997
07453760-3730270,NGC2451,116.40666666666472,-37.50749999999937,140.30103,5780.0,0.0,4.42,0.0,0.07,16.205952,3.0356370999999998,6.08,7.49,7.41,6.5310000000000015,3.14,5.06,4.93,4.217,5.85,7.8,7.82,4.88,6.2,2.55,
07435554-3811116,NGC2451,115.9814166666647,-38.186555555554904,119.94403,5970.0,49.0,4.726433999999999,0.098413855,0.013746791999999999,16.286001000000002,0.36664873,6.0299997,7.43,7.4,6.36,3.3300002,4.88,4.9,4.05,5.5,7.41,7.45,4.77,6.09,2.06,2.1200001
07442323-3755284,NGC2451,116.0967916666647,-37.92455555555493,323.77927,6592.0,0.0,4.04,0.0,-0.12,16.6811,3.0290205,6.09,7.34,7.3,6.1110000000000015,2.87,5.1,4.63,4.4969997,5.55,7.54,7.37,4.86,5.95,2.22,1.794
07391084-3739216,NGC2451,114.79516666666471,-37.65599999999936,154.00587,5524.0,13.0,4.4303555,0.0401463,0.02030777,17.090752,0.36589837,6.15,7.5299997,7.44,6.55,3.3100002,5.01,4.9,4.14,5.63,7.54,7.49,4.81,6.2,2.14,2.2800002
07460070-3740155,NGC2451,116.50291666666469,-37.67097222222159,203.7863,6506.0,251.0,3.7973269999999997,0.11187447,-0.05816055,17.198301,0.39187047,6.1099997,7.41,7.38,6.39,3.23,4.8,4.79,4.2269998,5.28,7.35,7.42,4.84,5.96,2.51,2.5600002
07422175-3805322,NGC2451,115.59062499999806,-38.092277777777134,165.43993,5346.0,46.0,4.402171,0.080124654,0.4204710999999999,19.597752,0.36469257,6.99,8.14,7.97,6.79,4.0099998,5.41,5.44,4.67,6.04,7.93,7.96,5.54,6.86,2.56,2.42
07425263-3803269,NGC2451,115.71929166666472,-38.057472222221584,223.23662000000002,6302.0,71.0,4.205303,0.050714042,0.02030698,21.73785,0.36489615,6.15,7.5699997,7.44,6.5,3.39,4.92,4.93,4.067,5.58,7.49,7.52,4.91,6.2,2.08,2.23
07404978-3719309,NGC2451,115.20741666666471,-37.325249999999386,161.30945,5269.0,23.0,4.496409,0.04939072,-0.08953965,22.09975,0.39270678,6.1299996,7.38,7.34,6.4300003,3.2900002,4.85,4.67,3.9499998,5.38,7.36,7.46,4.67,6.0,2.03,2.2
07445092-3751337,NGC2451,116.2121666666647,-37.859361111110466,98.15720999999999,5402.0,14.0,4.4290404,0.038459618,0.12425502,22.261251,0.3653956,6.3599997,7.69,7.62,6.56,3.5600002,5.1,5.13,4.27,5.73,7.63,7.62,5.09,6.42,2.35,2.15
07462485-3801106,NGC2451,116.60354166666471,-38.01961111111047,111.60663600000001,5095.0,17.0,4.5039697,0.032469757,-0.016277276,23.47065,0.36618853,6.16,7.54,7.43,6.48,3.3600001000000006,5.03,4.94,4.17,5.69,7.47,7.41,4.9,6.16,2.58,2.0400002
07453855-3746418,NGC2451,116.41062499999805,-37.77827777777714,282.1279600000001,5765.0,29.0,4.385029,0.0070705796,-0.0015266129,23.6417,0.38065046,6.1,7.4,7.3,6.4900002,3.25,4.93,4.62,3.9499998,5.63,7.45,7.42,4.86,6.09,2.16,2.19
07400185-3717353,NGC2451,115.00770833333141,-37.29313888888825,168.82823,5770.0,9.0,4.482844,0.049050275,0.007972153000000001,25.0121,0.3669294,6.12,7.5499997,7.39,6.44,3.22,4.92,4.77,4.05,5.54,7.5,7.41,4.8,6.12,2.01,2.0800002
07392096-3742247,NGC2451,114.83733333333142,-37.70686111111048,329.35857999999996,5594.0,37.0,4.329079599999999,0.031324092000000005,-0.06383207,25.036951000000002,0.36570966,6.1099997,7.44,7.31,6.55,3.17,4.94,4.73,4.18,5.52,7.41,7.35,4.71,6.03,2.05,2.17
07444692-3752047,NGC2451,116.19549999999805,-37.86797222222158,69.74224,5796.0,13.0,4.262759,0.0063848905000000004,-0.05029201,27.6858,0.36560547,6.08,7.61,7.55,6.48,3.5400002,5.06,5.06,4.14,5.62,7.42,7.42,4.97,6.26,2.09,2.0500002
07410261-3720016,NGC2451,115.26087499999805,-37.333777777777144,171.03716,6762.0,500.0,3.7098765,0.45,0.0,28.9015,0.36847812,6.17,7.59,7.42,6.3910003,3.17,5.21,4.95,4.607,5.7,7.42,7.35,5.08,6.28,2.32,2.424
07371492-3839194,NGC2451,114.31216666666474,-38.65538888888824,92.98977,5874.0,13.0,3.9174957000000004,0.030456342,-0.11407626,28.952452,0.36519623,5.92,7.45,7.31,6.33,3.2900002,4.82,4.82,3.9199998,5.4,7.33,7.34,4.77,6.03,1.77,1.9999999
07453130-3901401,NGC2451,116.38041666666471,-39.02780555555489,167.46289,6827.0,297.0,4.1462803,0.24091869999999999,0.08413155,29.5156,0.39200547,6.2599998,7.0699997,7.45,6.19,2.99,5.04,4.81,5.1,5.53,7.47,7.55,6.19,6.3,2.55,2.1200001
07461296-3724439,NGC2451,116.55399999999806,-37.41219444444382,391.50775,7007.0,0.0,4.13,0.0,-0.01,30.9153,0.84852815,,,,,,,,,,,,,,,
07440859-3816520,NGC2451,116.0357916666647,-38.28111111111046,175.55026,5884.0,17.0,4.295771599999999,0.047611475,0.35286799999999996,31.65725,0.36429116,6.6,7.8999996,7.82,6.76,3.8300002,5.26,5.31,4.43,5.93,7.83,7.82,5.31,6.63,2.38,2.3500001
07473514-3750487,NGC2451,116.89641666666469,-37.84686111111048,219.35578999999998,6473.0,0.0,3.88,0.0,-0.04,31.78305,3.0225532000000004,6.43,7.49,7.35,6.421,2.95,4.95,4.74,4.427,5.55,7.6,7.63,4.85,6.05,2.31,2.124
07441001-3822591,NGC2451,116.04170833333136,-38.383083333332685,78.59317,5970.0,6.0,4.267976999999999,0.03470099,0.30845466,33.463654,0.36545959999999994,6.44,7.81,7.75,6.740000200000001,3.68,5.17,5.15,4.37,5.9,7.78,7.73,5.16,6.55,2.29,2.2900002
07460194-3744541,NGC2451,116.50808333333136,-37.74836111111046,172.69856000000001,6319.0,0.0,3.85,0.0,-0.03,33.5577,0.41583535,6.23,7.5,7.47,6.561,3.35,4.92,5.16,4.277,5.61,7.49,7.61,4.88,6.16,2.24,2.764
07392014-3736599,NGC2451,114.83391666666469,-37.61663888888826,230.60124,6583.0,16.0,4.188879,0.013460871999999999,0.26536778,34.372803000000005,0.3648538,6.49,7.72,7.69,6.76,3.67,5.2,5.13,4.5,5.86,7.72,7.72,5.24,6.48,2.25,2.3400002
07373014-3849083,NGC2451,114.37558333333142,-38.81897222222156,89.472626,5780.0,6.0,4.342265599999998,0.024149979,0.009411261,34.439003,0.36532074,6.0899997,7.48,7.41,6.5,3.39,5.0,4.93,4.08,5.69,7.52,7.48,4.89,6.24,2.14,2.23
07462405-3900464,NGC2451,116.60020833333135,-39.01288888888824,209.3087,6074.0,31.0,3.971964,0.100992985,0.07441335,35.44485,0.36468229999999996,6.22,7.58,7.52,6.56,3.52,5.01,5.02,4.09,5.66,7.53,7.55,4.92,6.29,2.16,2.26
07464064-3858460,NGC2451,116.66933333333135,-38.97944444444378,192.803,6161.0,34.0,3.9914129999999997,0.08522641,0.086013384,37.2701,0.36485383,6.2599998,7.47,7.53,6.54,3.5300002,4.97,5.0,4.09,5.65,7.52,7.59,4.94,6.26,2.1,2.2
07452008-3718296,NGC2451,116.3336666666647,-37.30822222222158,143.45816000000005,6239.0,54.0,4.1370287,0.05274487,0.021703146,38.674652,0.36507466,6.16,7.44,7.45,6.4700003,3.43,4.91,4.94,4.17,5.6,7.47,7.48,4.96,6.22,2.12,2.19
07483292-3801338,NGC2451,117.1371666666647,-38.026055555554905,122.97773000000001,6121.0,38.0,4.146605999999999,0.020381302,0.004487265,38.881653,0.36529058,6.15,7.46,7.45,6.42,3.39,4.86,4.91,3.9599998,5.54,7.42,7.45,4.94,6.17,1.94,2.0800002
07384318-3844205,NGC2451,114.67991666666471,-38.73902777777713,154.13538,6156.0,11.0,3.924413,0.044643357,-0.26956785,40.1445,0.36531013,5.92,7.16,7.18,6.25,2.99,4.71,4.63,4.31,5.21,7.14,7.18,4.63,5.84,1.68,2.02
07425133-3840380,NGC2451,115.71387499999805,-38.67722222222157,182.79007,6016.0,15.0,4.030941,0.087489985,0.039671447,40.86035,0.3661716,6.25,7.5,7.53,6.4500003,3.48,5.0,4.92,4.12,5.55,7.48,7.48,5.05,6.21,1.97,1.86
07462365-3805219,NGC2451,116.5985416666647,-38.08941666666603,201.88638,6301.0,0.0,3.84,0.0,-0.03,42.791702,0.5245268,6.24,7.62,7.51,6.541,3.04,4.87,4.89,4.3269997,5.59,7.52,7.47,4.89,6.24,2.1,2.3140001
08014071-6106068,NGC2516,120.41962499999799,-61.10188888888786,71.40114,5548.0,58.0,4.4656671999999995,0.11517156,0.103208,6.6738,0.36602157,6.24,7.58,7.58,6.501,3.3,4.97,5.04,4.127,5.72,7.5,7.56,4.94,6.31,2.26,2.214
07550546-6036336,NGC2516,118.772749999998,-60.6093333333323,49.73409,5186.0,59.0,4.403814,0.11657854,-0.106401,8.31765,0.36775425,6.05,7.45,7.37,6.4510000000000005,3.04,4.89,4.88,4.0969999999999995,5.54,7.3,7.36,4.7,6.05,2.19,2.174
07590020-6109585,NGC2516,119.7508333333313,-61.16624999999896,71.78775999999998,5539.0,58.0,4.3616967,0.11481685,-0.46299999999999997,15.8837,0.36499804,5.71,7.32,7.14,6.061,2.84,4.63,4.64,3.6069999999999998,5.13,6.94,6.98,4.5,5.72,1.55,1.6240001
07592548-6040508,NGC2516,119.85616666666462,-60.68077777777678,107.32153999999998,5906.0,57.0,4.1798983,0.11306367,0.07,17.2626,0.36520040000000004,6.25,7.58,7.51,6.481,3.25,4.88,4.96,4.027,5.66,7.49,7.54,4.89,6.26,2.17,2.194
07571619-6025379,NGC2516,119.31745833333132,-60.42719444444342,139.13814,9062.0,750.0,3.867167,0.3,-0.4,19.7095,3.0,,,,,,,,,,,,,,,
07573456-6059351,NGC2516,119.393999999998,-60.993083333332294,90.97841,8678.0,750.0,3.6785,0.45,0.0,19.7566,3.0,,7.78,,,3.06,,,,,,,,,,
08000021-6040083,NGC2516,120.000874999998,-60.66897222222122,52.74566700000001,5199.0,59.0,4.435908,0.11725268,-0.05,22.358952,0.36806163,6.03,7.48,7.41,6.4510000000000005,3.1,4.85,4.72,3.9870002,5.62,7.37,7.46,4.67,6.09,2.06,2.244
07541167-6048001,NGC2516,118.548624999998,-60.80002777777675,69.01652,5503.0,66.0,4.269586599999999,0.11670149,-0.00298497,22.807951,0.3690406,6.11,7.4,7.28,6.431,3.02,4.88,4.76,4.067,5.58,7.35,7.41,4.63,5.97,2.12,2.394
07573608-6048128,NGC2516,119.40033333333132,-60.803555555554546,56.404872999999995,5593.0,59.0,4.5731974000000015,0.116654925,0.0,23.0192,0.36705828,6.05,7.49,7.45,6.481,3.2,4.95,5.03,4.067,5.72,7.42,7.5,4.82,6.16,2.32,2.3240001
07550592-6104294,NGC2516,118.77466666666466,-61.07483333333232,109.53908999999999,5788.0,65.0,4.524613400000002,0.115654714,0.02,23.484901,0.36807883,6.07,7.45,7.35,6.381,3.12,4.83,4.84,3.977,5.6,7.43,7.47,4.78,6.05,2.29,2.394
07574106-6043386,NGC2516,119.4210833333313,-60.72738888888785,216.12507999999997,9117.0,750.0,4.0061230000000005,0.2,0.0,23.5677,3.0059826000000003,,7.83,,,3.09,,,,,,,,,,
07583485-6103121,NGC2516,119.64520833333134,-61.05336111111006,100.2731,6008.0,66.0,4.476074,0.12182325,0.08,23.6656,0.36873737,6.11,7.55,7.42,6.471,3.15,4.95,4.83,4.137,5.69,7.51,7.53,4.9,6.12,2.27,2.374
08000944-6033355,NGC2516,120.03933333333131,-60.5598611111101,80.81368,5851.0,58.0,4.5706444,0.1145395,-0.049999699999999994,23.685402,0.36685148,6.04,7.43,7.47,6.4110002999999995,3.08,4.87,4.85,3.977,5.57,7.38,7.47,4.82,6.1,2.23,2.344
07585302-6036106,NGC2516,119.72091666666466,-60.60294444444342,93.48921,7600.0,750.0,3.8,0.3,-0.7,23.7613,3.0,,,,,,,,,,,,,,,
08013658-6059021,NGC2516,120.40241666666464,-60.98391666666564,61.640587,5692.0,66.0,4.4093733,0.11749409,-0.04,24.084051000000002,0.36838937,6.05,7.49,7.28,6.431,3.04,4.92,4.89,4.027,5.65,7.43,7.42,4.75,6.08,2.22,2.404
07551977-6104200,NGC2516,118.832374999998,-61.072222222221185,128.55598,6001.0,58.0,4.5006967000000015,0.1168536,-0.024660400000000002,24.4064,0.37079218,6.09,7.43,7.47,6.3610000000000015,3.07,4.85,4.85,4.0169999999999995,5.6,7.44,7.57,4.72,6.05,2.19,2.3040001
07575215-6100318,NGC2516,119.46729166666461,-61.00883333333232,51.349309999999996,5267.0,59.0,4.6583242,0.11562746,-0.02,24.443302,0.3673032,6.07,7.49,7.44,6.311,3.19,4.92,5.0,4.0169999999999995,5.61,7.37,7.47,4.86,6.13,2.2,2.144
07553236-6023094,NGC2516,118.88483333333131,-60.385944444443425,81.56022,5671.0,66.0,4.528137999999998,0.11555614,0.04,24.457352,0.36760703,6.06,7.52,7.41,6.431,3.13,4.91,4.93,4.047,5.66,7.47,7.52,4.81,6.12,2.31,2.444
07564410-6034523,NGC2516,119.183749999998,-60.581194444443426,55.812668,5574.0,59.0,4.515935400000001,0.11752109,0.0,24.650501000000002,0.36819288,6.02,7.45,7.41,6.401,3.13,4.86,4.82,4.007,5.63,7.39,7.48,4.8,6.09,2.22,2.2640000000000002
07541553-6058079,NGC2516,118.56470833333134,-60.96886111111011,73.03704,5449.0,58.0,4.6005416,0.11475549,0.0150021,24.737652,0.36683565,6.06,7.5,7.39,6.431,3.12,4.93,4.95,4.067,5.64,7.41,7.45,4.81,6.14,2.28,2.2640000000000002
07544342-6024437,NGC2516,118.68091666666464,-60.41213888888786,73.16255,5433.0,58.0,4.5320525,0.11518361,0.00128311,24.78445,0.36597028,6.0,7.43,7.45,6.431,3.15,4.88,4.91,3.9870002,5.61,7.4,7.49,4.79,6.15,2.22,2.254
07574792-6056131,NGC2516,119.44966666666464,-60.936972222221186,67.5809,5499.0,58.0,4.577371,0.11544876,0.029439499999999997,25.429302,0.36608988,6.05,7.47,7.46,6.421,3.17,4.9,4.98,4.0169999999999995,5.62,7.4,7.48,4.8,6.17,2.25,2.2640000000000002
07584257-6040199,NGC2516,119.677374999998,-60.67219444444343,82.901855,5558.0,66.0,4.5249815,0.11634560000000001,-0.0299997,25.48245,0.36756609999999995,6.02,7.43,7.39,6.3710002999999995,3.05,4.83,4.85,3.9970002,5.56,7.39,7.41,4.71,6.08,2.28,2.334
07562154-6058089,NGC2516,119.08974999999796,-60.96913888888786,48.60393,5126.0,59.0,4.5905895,0.11697825,-0.0606127,25.7924,0.36810088,6.1,7.47,7.39,6.501,3.21,5.09,4.86,4.277,5.71,7.37,7.49,4.78,6.17,2.35,2.254
08004530-6030299,NGC2516,120.18874999999798,-60.50830555555454,133.85687,9674.0,750.0,3.9694297,0.3,-0.05,36.1021,0.31192312,,7.73,,,3.24,,,,,,,,,,
07544443-6108107,NGC2516,118.68512499999795,-61.13630555555451,77.61948000000002,5917.0,58.0,3.7812337999999994,0.11333603,-0.34,43.12175,0.3649923,5.77,7.22,7.1,6.101,2.87,4.49,4.57,3.657,5.12,7.01,7.08,4.56,5.75,1.57,1.784
08100777-4855099,NGC2547,122.53237499999796,-48.91941666666585,126.21856000000001,6257.0,0.0,3.85,0.0,-0.03,1.9052498,0.5392602,6.66,7.61,7.69,6.691,3.46,4.99,5.11,4.377,5.65,7.6,7.76,4.91,6.22,2.38,2.8240001
08084975-4924561,NGC2547,122.2072916666646,-49.41558333333249,143.03297,6264.0,55.0,3.8000398,0.050819747,-0.2790149,6.46935,0.36709714,5.8399997,7.12,7.21,6.2200003,3.1000001,4.65,4.66,3.907,5.17,7.14,7.21,4.63,5.89,1.79,1.9799999
08103672-4851270,NGC2547,122.65299999999792,-48.85749999999917,69.04216,5448.0,72.0,4.472874,0.049798342999999995,-0.026038209,7.56695,0.3665433,6.08,7.61,7.35,6.51,3.2900002,4.95,4.85,4.22,5.61,7.43,7.49,4.75,6.12,2.33,2.17
08080817-4913590,NGC2547,122.0340416666646,-49.233055555554714,116.96606399999999,6162.0,31.0,3.7570457000000004,0.03796515,0.16859567,10.6037,0.36484474,6.27,7.64,7.64,6.6600003,3.5300002,5.04,5.06,4.177,5.71,7.63,7.61,4.99,6.36,2.18,2.3700001
08094083-4923503,NGC2547,122.42012499999794,-49.397305555554716,77.668495,5674.0,0.0,4.42,0.0,0.04,11.36005,1.4200745000000001,6.4,7.57,7.68,6.721,3.27,5.27,5.12,4.507,5.77,7.76,7.75,5.14,6.3,2.7,2.5140000000000002
08110860-4900161,NGC2547,122.78583333333128,-49.0044722222214,129.88675,9017.0,750.0,3.8785,0.3,0.05,11.937000000000001,3.0,,7.88,,,3.55,,,,,,,,,,
08105058-4935573,NGC2547,122.71074999999792,-49.59924999999916,137.77614,5832.0,0.0,4.39,0.0,0.0,12.25605,0.7449376999999999,6.3,7.56,7.62,6.581,3.15,4.96,4.94,4.117,5.71,7.54,7.57,4.94,6.15,2.34,2.884
08102854-4856518,NGC2547,122.61891666666456,-48.947722222221394,127.38775,5857.0,96.0,4.3241315,0.08431699,0.055028792,12.54415,0.38432458,6.16,7.45,7.34,6.58,3.2800002,4.88,4.79,4.23,5.63,7.48,7.52,5.24,6.11,2.09,2.3100002
08092276-4916309,NGC2547,122.34483333333124,-49.27524999999918,219.50397,5311.0,85.0,4.39883,0.21656385,-0.054741005999999995,13.0505,0.37007517,6.18,7.39,7.4,6.52,3.26,4.95,4.75,4.04,5.52,7.39,7.47,4.75,6.08,2.08,2.17
08100607-4914180,NGC2547,122.52529166666464,-49.2383333333325,125.02118,9447.0,750.0,3.6281218999999996,0.45,0.0,13.096601,3.0,,8.03,,,3.35,,,,,,,,,,
08110139-4900089,NGC2547,122.75579166666458,-49.00247222222141,109.73228,5443.0,73.0,4.543126999999999,0.07478728,-0.057410005,13.16225,0.3667866,5.97,7.35,7.36,6.37,3.22,4.87,4.82,3.98,5.45,7.38,7.45,4.74,6.02,2.04,2.0500002
08092293-4907575,NGC2547,122.34554166666456,-49.13263888888806,211.56422,6306.0,76.0,4.402908,0.102150224,-0.012579561000000001,13.3433,0.36510503,6.1,7.38,7.39,6.4700003,3.23,4.87,4.83,4.0969999999999995,5.64,7.44,7.45,4.87,6.16,2.13,2.39
08100380-4901071,NGC2547,122.51583333333129,-49.01863888888806,165.02165,5933.0,0.0,4.32,0.0,0.01,13.641601000000001,3.026549,,,7.2396727,,,,,,,7.527363999999999,,,6.24606,,
08091307-4925401,NGC2547,122.30445833333131,-49.42780555555471,75.57208,5233.0,0.0,4.52,0.0,-0.08,13.76915,0.46641499999999997,6.27,7.4,7.61,6.761,3.29,5.3,5.04,4.4769998,5.78,7.61,7.64,4.84,6.31,2.6,2.374
08103560-4910281,NGC2547,122.64833333333128,-49.17447222222138,68.61755,4704.0,91.0,4.2627562999999995,0.12845227,-0.15161765,13.80085,0.3694737,6.14,7.38,7.16,6.62,3.16,5.11,4.53,4.2799997,5.5,7.3,7.37,4.72,5.97,2.36,1.9340000000000002
08102319-4912088,NGC2547,122.59662499999791,-49.202444444443614,54.61945,4125.0,0.0,4.56,0.0,-0.17,13.9052,0.37312287,6.43,7.37,8.05,6.421,3.28,4.95,4.91,4.157,5.72,,,4.84,6.37,,2.0640001
08100810-4912157,NGC2547,122.53374999999794,-49.20436111111028,70.11874,5341.0,20.0,4.448774,0.08633673,-0.18502356,13.97565,0.36920986,5.94,7.16,7.25,6.19,3.17,4.83,4.86,3.9199998,5.47,7.28,7.38,4.65,5.92,2.46,1.9499999
08095331-4918134,NGC2547,122.47212499999792,-49.3037222222214,25.067482000000002,3561.0,0.0,4.71,0.0,-0.2,14.27975,0.41049907,,,7.81,,,4.75,4.71,,,,,,7.31,,
08101292-4914096,NGC2547,122.55383333333124,-49.23599999999917,184.36955,5326.0,132.0,4.4291730000000005,0.17854647,-0.04953964,14.29795,0.36748245,5.97,7.38,7.33,6.4300003,3.04,4.8,4.76,3.99,5.53,7.39,7.5,4.68,6.0,2.07,2.13
08101799-4923503,NGC2547,122.57495833333128,-49.397305555554716,70.24877,5159.0,80.0,4.395653,0.18499854,-0.06497121,14.46855,0.37212629999999997,6.07,7.45,7.22,6.431,3.18,5.03,4.71,4.12,5.45,7.44,7.38,4.68,6.0,2.41,2.3000002
08094507-4856307,NGC2547,122.43779166666462,-48.941861111110285,159.99757,6044.0,0.0,4.19,0.0,-0.01,14.7587,0.75917435,6.22,7.54,7.54,6.551,2.93,5.13,4.76,4.2869997,5.68,7.55,7.49,4.92,6.17,2.27,2.404
08112585-4912288,NGC2547,122.85770833333127,-49.20799999999916,154.37136999999996,9680.0,750.0,4.0432377,0.2,0.0,16.7498,3.0,,7.87,,,3.27,,,,,,,,,,
08085790-4854189,NGC2547,122.24124999999792,-48.90524999999918,118.69748,6338.0,91.0,4.176482,0.027200462,0.24388388,21.4873,0.36619028,6.5,7.8199997,7.72,6.65,3.69,5.15,5.16,4.2799997,5.75,7.69,7.75,5.11,6.51,2.24,2.02
08104233-4857253,NGC2547,122.67637499999792,-48.957027777776936,163.84493999999995,9354.0,750.0,3.6540608,0.45,-0.05,27.8407,3.0,,7.9,,,3.27,,,,,,,,,,
08095940-4859111,NGC2547,122.49749999999793,-48.98641666666583,79.49715400000002,5249.0,7.0,4.5602555,0.08442547,0.061833393,29.53105200000001,0.3668551,6.27,7.52,7.5,6.64,3.45,5.17,4.98,4.25,5.76,7.6,7.55,4.96,6.3,2.45,2.22
11083921-5845051,NGC3532,167.1633749999972,-58.75141666666567,231.14351000000002,5911.0,57.0,4.556192,0.11218189,-0.083855,-7.44105,0.36725068,5.99,7.44,7.3,6.3610000000000015,3.07,4.82,4.85,3.957,5.58,7.4,7.5,4.74,6.01,2.33,2.3040001
11073982-5842055,NGC3532,166.91591666666392,-58.70152777777678,242.09311,6140.0,64.0,4.5816593,0.11346731,0.09,3.6834,0.36752304,6.15,7.55,7.45,6.441,3.18,4.92,4.93,4.047,5.69,7.5,7.57,4.84,6.12,2.31,2.464
11091266-5837236,NGC3532,167.3027499999972,-58.62322222222122,96.00241,5881.0,58.0,4.0751905,0.11394109,-0.253,5.3477497000000005,0.36467025,5.88,7.32,7.2,6.1610002999999995,2.94,4.62,4.72,3.717,5.33,7.15,7.22,4.61,5.87,1.76,1.8640001
11080884-5855054,NGC3532,167.0368333333305,-58.91816666666568,120.05385600000001,5730.0,57.0,4.4761677,0.11352011599999999,-0.0299997,5.7269,0.36592808,6.03,7.46,7.34,6.401,3.12,4.86,4.86,3.9870002,5.57,7.32,7.47,4.71,6.04,2.25,2.254
16584918-5242001,NGC6253,254.70508333332901,-52.70008333333245,74.91175,5892.0,59.0,4.208178,0.11834486,0.41200000000000003,-31.47445,0.36543787,6.53,7.78,7.78,6.631,3.66,5.16,5.32,4.337,5.86,7.71,7.86,5.15,6.54,2.47,2.354
16583926-5243023,NGC6253,254.66358333332906,-52.717305555554674,71.2016,6044.0,59.0,4.2446,0.11871238,0.277544,-30.91800000000001,0.3654478,6.57,7.74,7.75,6.6210002999999995,3.59,5.22,5.21,4.417,5.89,7.74,7.75,5.23,6.53,2.47,2.184
16585435-5242310,NGC6253,254.7266249999957,-52.70869444444356,64.11508,5945.0,60.0,4.1948514,0.11986197,0.39,-30.852348,0.3651755,6.72,7.8,7.82,6.7410000000000005,3.6,5.27,5.21,4.427,5.9,7.8,7.84,5.28,6.55,2.43,2.244
16592011-5247187,NGC6253,254.83379166666242,-52.78852777777688,78.04579,5808.0,59.0,4.179313,0.11876919,0.37,-30.7155,0.36490905,6.56,7.79,7.82,6.6210002999999995,3.59,5.17,5.23,4.3469996,5.86,7.72,7.82,5.17,6.52,2.41,2.224
