CNAME,GES_FLD,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,VRAD,E_VRAD,NA1,MG1,AL1,CA1,SC1,SC2,TI1,V1,CR1,CR2,FE1,FE2,CO1,NI1,Y2
00053673-2946290,Blanco1,1.403041666666643,-29.774722222221712,156.27115,4810.0,15.0,3.034378,0.071408585,0.014871951999999999,12.8693,0.36455035,6.23,7.5699997,6.48,6.4500003,3.06,3.46,5.01,4.2,5.57,5.55,7.46,7.48,5.02,6.25,2.05
00052015-3025219,Blanco1,1.3339583333333107,-30.42274999999949,98.94886,4742.0,24.0,2.0485234,0.048425723,-1.1374197,19.447001999999998,0.36462456,5.04,6.79,5.5099998,5.63,2.204,2.25,4.03,2.9399998,4.46,4.455,6.31,6.34,3.85,5.07,1.3
00035911-2945177,Blanco1,0.99629166666665,-29.754916666666173,35.05066,5016.0,32.0,3.093266,0.17652375,-0.35966936,24.708752,0.36662459999999997,5.71,7.49,6.1099997,6.2200003,2.89,3.14,4.79,3.84,5.19,5.19,6.98,7.08,4.62,5.8,1.79
06411039-1628006,Br25,100.29329166666494,-16.466833333333053,42.63679000000001,5047.0,67.0,2.7511053,0.12028525,-0.29,135.10493,0.36629876,5.97,7.35,6.14,6.1610002999999995,3.074,3.12,4.7,3.8270001000000002,5.4,5.2749996,7.14,7.19,4.67,5.92,1.72
06411368-1629164,Br25,100.30699999999833,-16.48788888888861,65.66838,4617.0,70.0,2.4299459999999997,0.12362407,-0.27,135.29695,0.3654151,5.87,7.29,6.12,6.051,2.924,3.1,4.61,3.7470002,5.34,5.345,7.1,7.19,4.68,5.97,1.95
06411680-1630203,Br25,100.31999999999832,-16.505638888888605,47.293304,4847.0,66.0,2.9278386000000003,0.11837225400000001,-0.23,135.6967,0.36614892,5.93,7.3,6.17,6.051,3.214,3.18,4.72,3.897,5.33,5.4649997,7.12,7.25,4.75,5.93,2.01
06412040-1628236,Br25,100.33499999999832,-16.473222222221946,14.324971,4779.0,74.0,2.6289701,0.12757647,0.01,136.21208000000001,0.37376252,6.36,7.58,6.53,6.401,3.4339999999999997,3.32,5.01,4.2269998,5.59,5.515,7.37,7.49,5.06,6.21,2.2
06411660-1628161,Br25,100.31916666666494,-16.47113888888861,18.606117,4777.0,71.0,2.6887972,0.12370424,-0.1,137.05055,0.3705476,5.93,7.43,6.27,6.421,3.114,3.21,4.82,4.107,5.53,5.375,7.26,7.32,4.93,6.02,1.94
06410841-1629195,Br25,100.285041666665,-16.488749999999722,54.22049000000001,4962.0,66.0,2.6509624,0.11750193,-0.281352,137.46303999999998,0.3660677,5.94,7.22,6.12,6.081,2.904,3.06,4.59,3.677,5.22,5.305,7.06,7.16,4.59,5.86,1.86
06574124+0812228,Br31,104.42183333333159,8.206333333333196,87.825874,4870.0,58.0,2.590064,0.11455263,-0.220948,51.2107,0.36479053,5.93,7.29,6.18,6.1410003,2.8739999999999997,3.04,4.62,3.687,5.25,5.245,7.11,7.2,4.61,5.93,1.84
06573578+0818017,Br31,104.39908333333156,8.300472222222083,40.833453999999996,4923.0,67.0,3.009077,0.11956272,-0.24,56.139603,0.36629948,5.9,7.38,6.13,6.171,2.984,2.95,4.62,3.687,5.38,5.5049996,7.13,7.23,4.59,5.96,1.86
06571311+0814188,Br31,104.30462499999823,8.238555555555418,74.52065,4753.0,58.0,2.6539516,0.115462475,-0.31,56.633152,0.36500934,5.86,7.21,6.1,6.101,2.8439999,2.96,4.61,3.717,5.24,5.285,7.06,7.14,4.6,5.89,1.89
06574379+0818049,Br31,104.43245833333157,8.30136111111097,77.10013000000002,4838.0,57.0,2.799169,0.11416094,-0.281,56.80495,0.3649643,5.9,7.24,6.08,6.091,2.944,3.0,4.61,3.717,5.25,5.265,7.1,7.18,4.59,5.9,1.87
06573260+0815157,Br31,104.38583333333159,8.25436111111097,93.95492,4873.0,58.0,2.5773982999999996,0.11404173,-0.31,56.8759,0.3647225,5.9,7.24,6.12,6.101,2.824,2.92,4.58,3.627,5.2,5.2549996,7.05,7.14,4.56,5.84,1.82
06572746+0819245,Br31,104.36441666666494,8.323472222222081,55.49164200000001,4753.0,59.0,2.5842294999999997,0.11687816,-0.33,57.186347999999995,0.3654196,5.85,7.22,6.11,6.1210002999999995,2.9139999999999997,2.85,4.6,3.657,5.24,5.245,7.07,7.14,4.59,5.87,1.84
06573703+0820333,Br31,104.4042916666649,8.342583333333192,58.63561,4958.0,59.0,3.0990999,0.11730648,-0.24,57.44655,0.36542067,5.97,7.29,6.15,6.2010000000000005,3.0439999999999996,3.05,4.71,3.8270001000000002,5.35,5.3149996,7.16,7.24,4.67,5.97,1.98
06574513+0814164,Br31,104.43804166666493,8.237888888888751,65.79574000000001,4866.0,58.0,2.930949,0.11557262,-0.27,57.921448,0.36519358,5.96,7.26,6.12,6.091,2.9539999999999997,3.01,4.61,3.727,5.26,5.375,7.09,7.18,4.61,5.9,1.87
06573630+0816561,Br31,104.40124999999823,8.282249999999861,89.328285,4925.0,58.0,2.6302687999999996,0.113980554,-0.307502,58.70835,0.3647614,5.87,7.25,6.07,6.1210002999999995,2.8539999999999996,2.91,4.56,3.647,5.19,5.205,7.04,7.12,4.54,5.82,1.8
06573668+0810127,Br31,104.40283333333154,8.170194444444308,80.52548,5010.0,58.0,2.9914134,0.114723295,-0.099,59.67005,0.36490917,6.1,7.37,6.21,6.271,2.9139999999999997,3.11,4.7,3.7470002,5.41,5.4649997,7.26,7.38,4.65,6.02,2.13
07155944-1306333,Br36,108.99766666666484,-13.10924999999978,74.302185,4471.0,58.0,2.049734,0.11545789999999999,-0.52,34.89705,0.36517146,5.72,7.07,5.99,5.801,2.634,2.72,4.36,3.467,4.97,4.995,6.83,6.97,4.47,5.72,1.65
07162830-1314583,Br36,109.11791666666485,-13.24952777777755,39.738182,5230.0,69.0,3.322243,0.12501206,-0.07,37.73915,0.37750587,7.21,7.22,6.7,7.371000299999999,4.263999999999999,2.77,5.78,5.2669997,6.19,5.7949996,7.2,7.81,5.27,6.19,2.15
07162402-1304135,Br36,109.10008333333151,-13.070416666666446,28.501482,4885.0,70.0,2.9502580000000003,0.12793179,-0.21,58.993202000000004,0.36848474,5.84,7.34,6.17,6.251,3.0939999,3.25,4.79,3.877,5.47,5.7749996,7.22,7.3,4.76,6.03,2.06
07163506-1314379,Br36,109.14608333333149,-13.243861111110885,68.00293,4782.0,58.0,2.6684074,0.11660999,-0.0899997,62.4948,0.3652807,6.03,7.42,6.36,6.171,3.0939999,3.08,4.78,3.907,5.46,5.415,7.26,7.34,4.83,6.1,2.01
07161810-1309526,Br36,109.07541666666485,-13.16461111111089,37.892959999999995,4715.0,68.0,2.8056102000000003,0.120366976,-0.13,62.55445,0.3668883,6.03,7.42,6.34,6.231,3.114,3.13,4.85,3.937,5.59,5.4849997,7.26,7.41,4.88,6.17,2.05
07163517-1310311,Br36,109.14654166666479,-13.175305555555337,39.205833,4712.0,68.0,2.9255912,0.120686345,-0.09,63.141052,0.36681718,6.03,7.42,6.36,6.211,3.1439999999999997,3.34,4.76,3.927,5.48,5.6349998,7.28,7.39,4.9,6.16,2.03
07161811-1310432,Br36,109.07545833333151,-13.178666666666446,54.505478000000004,4690.0,66.0,2.994811,0.11846780000000001,-0.07,64.2015,0.36577073,6.07,7.44,6.37,6.171,3.174,3.3,4.83,4.0169999999999995,5.47,5.495,7.29,7.43,4.97,6.18,2.17
07163142-1314164,Br36,109.13091666666482,-13.237888888888664,45.79541,5180.0,67.0,2.8794181,0.120017864,-0.0558695,73.303246,0.36613888,6.11,7.45,6.09,6.1610002999999995,3.0639999999999996,2.96,4.72,3.7770002000000003,5.4,5.4849997,7.2,7.29,4.66,5.9,2.14
19170911+1933256,Br44,289.28795833332833,19.557111111110785,37.661285,4839.0,70.0,2.9292988999999996,0.12590042,0.214184,-9.1051,0.37096602,6.26,7.69,6.46,6.461,3.5239999999999996,3.49,4.94,4.187,5.86,5.8849998,7.49,7.69,5.08,6.39,2.34
19171388+1933333,Br44,289.3078333333285,19.559249999999665,31.878649,4861.0,70.0,2.9345171000000003,0.12715816,0.28,-9.0691,0.37782872,,,,,3.5439999999999996,,,,,,7.64,7.83,,,
19172208+1933254,Br44,289.3419999999951,19.557055555555227,51.453509999999994,5048.0,68.0,3.2829623,0.123651944,0.397136,-8.761250500000001,0.36877722,6.59,7.73,6.63,6.601,3.7539999999999996,3.77,5.25,4.5369997,6.11,6.185,7.7,7.82,5.37,6.59,2.53
19172126+1933307,Br44,289.33858333332853,19.55852777777745,45.867695,4952.0,68.0,3.2497267999999995,0.12590878,0.28,-8.73215,0.3688262,6.55,7.74,6.58,6.431,3.514,3.61,5.11,4.387,5.98,6.055,7.61,7.78,5.27,6.5,2.45
19172255+1932012,Br44,289.3439583333284,19.533666666666342,55.86091999999999,5060.0,68.0,3.4324286,0.12334756,0.23503800000000002,-8.581799499999999,0.3664501,6.59,7.77,6.61,6.6110000000000015,3.574,3.67,5.22,4.4769998,5.97,5.995,7.71,7.79,5.27,6.57,2.49
19014769-0025108,Br81,285.4487083333285,-0.4196666666666597,90.10218,4763.0,58.0,2.6817447999999997,0.1140278,0.2,47.90335,0.36491009999999996,6.53,7.65,6.59,6.4910000000000005,3.3139999999999996,3.45,4.95,4.197,5.71,5.805,7.56,7.62,5.12,6.43,2.34
19014498-0027496,Br81,285.4374166666619,-0.46377777777777,68.407684,4699.0,66.0,2.7244398999999997,0.11726915,0.13170199999999999,48.19145200000001,0.36556417,6.41,7.64,6.52,6.3710002999999995,3.2939999999999996,3.34,4.95,4.207,5.7,5.685,7.45,7.54,5.09,6.36,2.27
19014194-0028172,Br81,285.4247499999952,-0.4714444444444364,44.948715,4853.0,67.0,2.8052979,0.11951084,0.22,48.31115,0.36662870000000003,6.59,7.74,6.61,6.5310000000000015,3.3439998999999996,3.38,5.03,4.187,5.81,5.765,7.62,7.72,5.11,6.5,2.46
19015261-0025318,Br81,285.46920833332854,-0.4254999999999929,47.818756,4901.0,67.0,2.9211044,0.118972965,0.22,48.379753,0.3662875,6.49,7.68,6.57,6.521,3.464,3.46,5.0,4.237,5.78,5.805,7.58,7.68,5.14,6.37,2.42
19014228-0027388,Br81,285.4261666666618,-0.46077777777777,44.60392,4906.0,67.0,2.9654803,0.12065063,0.27,48.47555,0.36663422,6.48,7.69,6.62,6.521,3.3739999999999997,3.31,5.08,4.337,5.86,5.8149996,7.66,7.68,5.18,6.49,2.4
19013997-0028213,Br81,285.4165416666619,-0.4725833333333254,33.74897,4824.0,68.0,2.9590602,0.12332592,0.29,48.506203,0.36759222,6.39,7.69,6.67,6.501,3.3739999999999997,3.53,5.02,4.2669997,5.79,5.7949996,7.64,7.77,5.18,6.49,2.48
19014004-0028129,Br81,285.4168333333285,-0.4702499999999921,70.96178,4903.0,65.0,2.9554522,0.11709991,0.28,48.517853,0.36532703,6.63,7.71,6.63,6.521,3.4139999999999997,3.61,5.07,4.3469996,5.81,5.865,7.64,7.68,5.2,6.48,2.47
19013910-0027114,Br81,285.4129166666618,-0.4531666666666591,70.97595,4998.0,66.0,3.065961,0.11639126400000001,0.19,48.6397,0.36539677,6.59,7.66,6.58,6.501,3.4539999999999997,3.41,5.04,4.3069997,5.8,5.745,7.57,7.61,5.12,6.38,2.36
19013651-0027021,Br81,285.4021249999952,-0.4505833333333257,43.3361,5006.0,67.0,3.1147914,0.11917972,0.31,48.780097999999995,0.36685607,6.78,7.77,6.72,6.7010000000000005,3.514,3.74,5.26,4.467,5.95,5.855,7.74,7.73,5.26,6.6,2.56
11080412-7513273,Cha_I,167.01716666666383,-75.22424999999875,97.05072,4489.0,21.0,2.391911,0.15563333,0.025617728,-13.67855,0.36499783,6.19,7.6,6.6099997,6.4500003,3.24,3.43,5.14,4.29,5.58,5.54,7.35,7.32,5.07,6.19,2.01
11143515-7539288,Cha_I,168.64645833333046,-75.65799999999874,120.450096,4464.0,56.0,2.1956177,0.22273031,-0.2626728,-7.19035,0.36466467,6.0099998,7.31,6.2,6.2200003,2.86,3.3000002,4.85,3.9499998,5.27,5.28,7.2,7.26,4.84,6.03,1.78
10564115-7744292,Cha_I,164.17145833333055,-77.74144444444312,111.84988,4516.0,0.0,2.09,0.0,-0.25,-0.84134996,0.36458674,6.0,7.2999997,6.33,6.42,2.98,3.38,4.98,4.15,5.45,5.17,7.25,7.17,4.93,6.11,1.77
10574797-7617429,Cha_I,164.44987499999726,-76.29524999999872,147.81642,5048.0,19.0,2.8924768,0.007999514000000001,0.14982489,5.74725,0.36442018,6.5,7.58,6.5,6.56,3.15,3.48,5.07,4.24,5.75,5.64,7.6,7.61,5.05,6.32,2.22
11170509-7538518,Cha_I,169.27120833333046,-75.64772222222095,195.80473,4796.0,6.0,2.6067553,0.04020346,0.05327385,8.7904005,0.36420965,6.43,7.61,6.52,6.53,3.1,3.46,4.92,4.2,5.66,5.57,7.53,7.55,5.02,6.35,2.09
10593816-7822421,Cha_I,164.90899999999726,-78.37836111110978,106.32791999999999,4485.0,29.0,2.2613795,0.12377518400000001,-0.11839378,11.10425,0.3647959,6.2,7.54,6.41,6.35,3.0,3.3300002,4.96,4.1,5.49,5.36,7.37,7.34,4.96,6.17,2.07
10585418-7743115,Cha_I,164.7257499999972,-77.71986111110981,70.92501,4749.0,51.0,2.9607246,0.12888685,0.099246874,11.69045,0.36521724,6.31,7.67,6.6299996,6.58,3.29,3.5900002,5.18,4.42,5.73,5.4300003,7.52,7.52,5.17,6.38,2.19
11033599-7628242,Cha_I,165.89995833333055,-76.47338888888758,92.492325,4513.0,0.0,2.45,0.0,-0.2,13.58445,0.36516273,6.45,7.6,6.6299996,6.6600003,3.44,3.6100001000000006,5.46,4.69,5.84,5.4900002,7.55,7.48,5.24,6.49,
11082577-7648315,Cha_I,167.1073749999972,-76.8087499999987,125.78443999999999,4476.0,10.0,2.2494047000000004,0.11013992,-0.07770655,16.636951,0.36447483,6.21,7.61,6.41,6.34,2.97,3.39,4.94,4.07,5.51,5.46,7.41,7.43,5.0,6.24,2.08
11111333-7731178,Cha_I,167.80554166666388,-77.5216111111098,64.085884,4780.0,37.0,3.0668836,0.12919798,0.13597016,23.11115,0.36553309999999994,6.5499997,7.79,6.7,6.51,3.36,3.5800002,5.26,4.45,5.73,5.9,7.56,7.65,5.27,6.49,2.46
11044460-7706240,Cha_I,166.18583333333055,-77.10666666666536,51.296364000000004,4515.0,31.0,2.3356178,0.22273028,-0.23896462,29.805851,0.36596793,6.0099998,7.46,6.3599997,6.03,3.14,3.18,4.87,4.13,5.38,5.32,7.08,7.08,4.89,5.88,1.75
08400571-5305599,IC2391,130.0237916666645,-53.099972222221325,84.271164,4820.0,32.0,3.0301466,0.12046117,0.12989745,-5.66125,0.364806,6.43,7.65,6.5299997,6.52,3.11,3.52,4.97,4.27,5.66,5.66,7.59,7.62,5.09,6.38,2.35
08401658-5242256,IC2391,130.06908333333118,-52.70711111111022,64.09311,5228.0,39.0,2.9431648,0.033644468,-0.033982,-1.7167001,0.36527207,6.2799997,7.27,6.2799997,6.39,3.08,3.3300002,4.8,3.9599998,5.59,5.5,7.38,7.4,4.83,6.13,2.12
08400203-5248404,IC2391,130.00845833333113,-52.81122222222135,113.23872,4849.0,22.0,2.8330848,0.09339399,-0.32439345,-1.22745,0.36453044,5.95,7.25,6.22,6.23,2.8,3.25,4.69,3.86,5.24,5.21,7.15,7.23,4.74,5.95,1.76
08385545-5222391,IC2391,129.73104166666442,-52.37752777777688,133.97647,4706.0,30.0,2.641253,0.026242143,0.06525899,1.5214,0.364521,6.2799997,7.6,6.5499997,6.37,2.94,3.45,4.91,4.11,5.57,5.55,7.44,7.49,5.05,6.25,2.07
08400345-5306273,IC2391,130.01437499999778,-53.10758333333245,131.14171000000002,5002.0,11.0,2.7183982999999996,0.11089512,-0.28350016,6.6892996,0.36442226,5.98,7.27,6.14,6.21,2.78,3.23,4.62,3.78,5.27,5.21,7.17,7.26,4.68,5.92,1.8
08391723-5218236,IC2391,129.8217916666645,-52.306555555554674,217.80467000000002,5107.0,14.0,2.9465096,0.008819541,-0.0332425,11.7942,0.36418320000000004,6.27,7.44,6.3399997,6.37,2.86,3.3100002,4.87,3.98,5.52,5.46,7.4,7.47,4.81,6.09,2.05
08420561-5239291,IC2391,130.5233749999978,-52.658083333332435,213.89487999999997,5045.0,15.0,3.2062277999999997,0.04271679,-0.014714273,16.483852,0.36417207,6.19,7.509999799999999,6.35,6.48,3.0,3.44,4.96,4.09,5.58,5.4300003,7.48,7.5,4.9,6.22,2.51
08400164-5242126,IC2391,130.00683333333114,-52.7034999999991,279.24777,7259.0,750.0,3.0,0.7,0.0,16.587502,0.42857748,6.41,7.83,6.25,6.461,4.553999999999999,2.72,4.74,4.487,5.63,5.415,7.44,7.12,4.79,6.2,1.98
08401890-5345161,IC2391,130.07874999999777,-53.75447222222131,118.94076499999998,5235.0,7.0,2.7829752,0.05784063,-0.029167957999999997,19.105152,0.36455226,6.39,7.43,6.3199997,6.4500003,2.97,3.4,4.8,3.9599998,5.51,5.48,7.42,7.5,4.82,6.12,2.11
08403232-5239099,IC2391,130.13466666666451,-52.652749999999116,185.65636999999998,4978.0,4.0,2.846849,0.03792912,0.14756903,25.218401,0.36425927,6.58,7.69,6.58,6.62,3.21,3.52,5.02,4.2799997,5.76,5.6,7.63,7.63,5.13,6.43,2.25
08421690-5240336,IC2391,130.57041666666444,-52.675999999999114,201.59315,4928.0,8.0,2.5070307,0.027280857999999998,-0.26299846,26.618752,0.36420065,6.0299997,7.3199997,6.2,6.25,2.8,3.23,4.69,3.8,5.3,5.21,7.2,7.24,4.7,5.97,1.78
08403980-5245588,IC2391,130.16583333333114,-52.766333333332454,124.21590400000001,4691.0,9.0,2.8385742,0.037324574,0.05836567,40.326454,0.36471567,6.4,7.77,6.77,6.58,3.33,3.52,5.23,4.39,5.68,5.62,7.5,7.48,5.16,6.31,2.2
08410002-5244215,IC2391,130.25008333333116,-52.73930555555466,117.7435,5006.0,38.0,2.8497833999999997,0.07602297,-0.02526809,43.65905,0.36472562,6.24,7.48,6.43,6.44,3.16,3.4,4.97,4.19,5.59,5.62,7.42,7.47,4.95,6.15,2.14
08435595-5241541,IC2391,130.98312499999776,-52.69836111111022,80.00015,4706.0,4.0,2.8218758,0.06097944,0.07218523,54.771103000000004,0.36495554,6.24,7.59,6.6099997,6.4300003,3.21,3.48,5.05,4.2599998,5.62,5.69,7.49,7.47,5.13,6.33,1.95
08422990-5330347,IC2391,130.62458333333112,-53.50963888888797,179.09904,4678.0,9.0,2.5666182,0.031747553,0.0878229,58.31575,0.36428553,6.45,7.67,6.6299996,6.54,3.14,3.48,5.07,4.27,5.71,5.63,7.56,7.56,5.15,6.43,2.16
10433192-6347311,IC2602,160.88299999999728,-63.79197222222113,122.46615,5064.0,6.0,2.8380682,0.041648217,0.018385451,-13.9779005,0.36463690000000004,6.33,7.43,6.35,6.4500003,3.1,3.43,4.86,4.08,5.59,5.54,7.48,7.56,4.9,6.22,2.24
10302405-6318366,IC2602,157.6002083333307,-63.3101666666656,92.37742,4874.0,13.0,2.7296273999999996,0.0061418422999999995,-0.013558411000000001,-10.7809,0.3647499,6.19,7.48,6.39,6.42,3.06,3.45,4.99,4.11,5.64,5.52,7.44,7.46,4.96,6.22,2.17
10505597-6427028,IC2602,162.7332083333306,-64.4507777777767,79.74571,4726.0,27.0,1.9727753000000001,0.059647742999999996,-0.42864424,-10.5248995,0.36488155,5.94,6.99,6.0099998,6.11,2.54,2.9,4.41,3.52,5.03,5.03,7.02,7.09,4.4,5.75,1.65
10442506-6415397,IC2602,161.10441666666398,-64.26102777777669,46.397265999999995,4943.0,35.0,2.7966502,0.077999495,-0.12533844,-10.4498,0.36580637,6.1,7.43,6.31,6.28,2.99,3.2900002,4.88,4.11,5.51,5.61,7.3,7.36,4.96,6.07,1.99
10433491-6452243,IC2602,160.89545833333062,-64.87341666666559,117.325745,4652.0,30.0,2.6617217,0.06477897,0.07680383,-10.369000000000002,0.3648107,6.3599997,7.65,6.62,6.56,3.17,3.49,5.09,4.3399997,5.7,5.53,7.52,7.5,5.12,6.42,2.15
10431327-6538057,IC2602,160.80529166666398,-65.63491666666555,91.22498,4971.0,15.0,2.8140912,0.061364199999999994,-0.0062414254,-9.67855,0.36474258,6.25,7.5299997,6.3799996,6.44,3.09,3.4,4.99,4.14,5.54,5.48,7.45,7.48,4.98,6.21,2.07
10525690-6427429,IC2602,163.23708333333053,-64.46191666666559,122.27805,5076.0,0.0,2.8724692000000003,0.037462167000000005,0.011210997,-9.24135,0.36451906,6.3599997,7.46,6.37,6.44,3.02,3.44,4.92,4.04,5.59,5.57,7.48,7.55,4.9,6.2,2.2
10424167-6543415,IC2602,160.67362499999732,-65.72819444444333,108.55376000000001,5045.0,15.0,3.2063827999999996,0.055927183,-0.081909925,-5.3552,0.36455917,6.1099997,7.41,6.2799997,6.39,2.94,3.3300002,4.88,3.9699998,5.48,5.37,7.36,7.35,4.82,6.14,2.04
10470309-6416241,IC2602,161.76287499999725,-64.27336111111002,107.35068000000001,5002.0,25.0,2.7090082000000004,0.024007639,-0.11730294,-4.5145,0.36456904,6.1299996,7.4,6.37,6.33,2.7,3.3000002,4.88,3.9299998,5.43,5.31,7.3,7.32,4.83,6.04,1.84
10454736-6457074,IC2602,161.4473333333306,-64.95205555555445,115.81655,4778.0,39.0,2.6623805,0.056692213,0.00075986463,-3.6597,0.36451120000000004,6.2799997,7.54,6.41,6.4500003,2.97,3.5,4.88,4.06,5.58,5.58,7.49,7.57,4.99,6.32,2.2
10505858-6343000,IC2602,162.7440833333306,-63.7166666666656,129.12039,4571.0,3.0,2.0906658,0.1105954,-0.25826370000000004,-2.0919,0.36444882,5.98,7.24,6.1499996,6.12,2.72,3.19,4.57,3.76,5.21,5.2200003,7.14,7.23,4.69,5.93,1.85
10470613-6325568,IC2602,161.77554166666394,-63.43244444444339,112.997055,4732.0,33.0,2.5779786,0.04258148,0.0015660698,-1.6226001,0.36462942,6.0899997,7.6,6.47,6.39,2.85,3.43,4.93,4.09,5.58,5.5,7.45,7.54,5.0,6.2,1.99
10494767-6353192,IC2602,162.44862499999726,-63.88866666666557,86.492455,5049.0,26.0,3.0510537999999996,0.07026005,0.16935259,-0.2809,0.3647876,6.49,7.5499997,6.49,6.56,3.22,3.5300002,5.09,4.2599998,5.72,5.6800003,7.62,7.69,5.09,6.42,2.32
10302710-6450088,IC2602,157.61291666666403,-64.83577777777668,80.258064,4786.0,8.0,2.5895174,0.019136928,-0.02479997,-0.23385003,0.36487153,6.14,7.47,6.37,6.44,3.04,3.3700001000000004,4.9,4.1,5.6,5.5,7.4,7.37,4.9,6.19,2.18
10513100-6344320,IC2602,162.8791666666639,-63.74222222222114,144.59587,5064.0,4.0,3.0949533,0.037285224,0.108124554,0.18085,0.36435813,6.3799996,7.5299997,6.42,6.56,3.12,3.5500002,4.97,4.14,5.69,5.57,7.59,7.57,5.0,6.34,2.22
10464337-6331244,IC2602,161.68070833333056,-63.52344444444338,139.22935,4966.0,53.0,2.2454047000000004,0.20408069,-0.015868464,0.36374998,0.367503,6.35,7.5699997,6.48,6.311,2.98,3.3000002,4.98,4.02,5.57,5.4849997,7.45,7.55,4.88,6.02,1.96
10404752-6455556,IC2602,160.1979999999973,-64.93211111111002,185.10313,5125.0,1.0,2.5430334,0.1098625,-0.27096802,1.7179,0.36464265,6.0299997,7.259999799999999,6.0699997,6.1800003,2.7,3.0400002,4.53,3.6999998,5.22,5.1,7.18,7.24,4.55,5.92,1.79
10430377-6402194,IC2602,160.76570833333062,-64.03872222222114,67.07265500000001,4894.0,5.0,2.7518960999999997,0.07634186,-0.03764396,1.8392,0.36510321,6.21,7.509999799999999,6.27,6.38,3.03,3.45,4.85,4.04,5.5,5.4300003,7.39,7.51,4.91,6.17,2.17
10343769-6410068,IC2602,158.657041666664,-64.16855555555449,104.3977,4629.0,22.0,2.5893066000000005,0.049683403,0.08343303,3.7919,0.36484405,6.49,7.8199997,6.62,6.53,3.23,3.5,5.18,4.37,5.69,5.65,7.53,7.56,5.28,6.4,2.1
10415467-6407307,IC2602,160.4777916666639,-64.12519444444335,48.163754,5012.0,42.0,2.925859,0.09979562,-0.006178851,3.8506,0.36578953,6.45,7.47,6.54,6.4900002,3.25,3.3400002,5.12,4.27,5.57,5.4849997,7.46,7.43,5.07,6.27,1.97
10495667-6359128,IC2602,162.48612499999726,-63.986888888887826,135.2994,4865.0,50.0,2.585007,0.068654746,0.08961598,4.54305,0.36456500000000003,6.5299997,7.59,6.46,6.4900002,3.06,3.48,4.92,4.1,5.59,5.6,7.49,7.58,4.99,6.27,2.26
10412952-6535235,IC2602,160.37299999999732,-65.58986111111001,88.17939,4651.0,24.0,2.6576216,0.028776068,0.09676958599999999,6.4052,0.36502692,6.33,7.65,6.5899997,6.55,3.15,3.49,5.08,4.31,5.73,5.55,7.51,7.49,5.18,6.39,2.12
10474621-6332108,IC2602,161.94254166666394,-63.53633333333228,124.93529,5058.0,22.0,2.9874785,0.03994563,0.08762996,6.4958496,0.36453545,6.45,7.54,6.48,6.48,3.03,3.49,5.01,4.12,5.67,5.58,7.53,7.56,5.0,6.29,2.18
10442965-6408582,IC2602,161.12354166666393,-64.14949999999891,45.793694,4808.0,4.0,2.729825,0.07856812,0.14684005,7.0783997,0.36590463,6.81,7.7799997,6.5499997,6.61,3.37,3.52,5.24,4.45,5.88,5.73,7.62,7.54,5.26,6.43,2.21
10453911-6407211,IC2602,161.4129583333306,-64.12252777777668,48.409462,4480.0,28.0,2.0410352,0.042359006,-0.38474098,7.5455,0.3658072,5.94,7.47,6.2599998,6.17,2.88,3.01,4.85,3.9699998,5.24,5.2400002,6.99,7.05,4.77,5.86,1.7
10304475-6443306,IC2602,157.68645833333068,-64.72516666666557,86.70645,4603.0,21.0,2.332207,0.13523062,-0.071797214,7.659799599999999,0.36482325,6.33,7.41,6.3999996,6.34,2.94,3.39,4.82,4.04,5.53,5.4700003,7.38,7.42,4.96,6.23,2.11
10504176-6420115,IC2602,162.67399999999722,-64.3365277777767,88.63239,4936.0,19.0,2.814136,0.01910795,0.033005513,7.69995,0.36477447,6.2999997,7.56,6.42,6.5,3.15,3.49,5.06,4.23,5.62,5.4900002,7.5,7.5,5.01,6.25,2.18
10283748-6445080,IC2602,157.156166666664,-64.75222222222114,135.39498999999998,4971.0,16.0,2.8202195,0.043047946,0.04343513400000002,8.0451,0.36443037,6.3799996,7.509999799999999,6.42,6.4900002,3.06,3.43,4.99,4.09,5.65,5.55,7.52,7.51,4.94,6.28,2.26
10424692-6353186,IC2602,160.69549999999728,-63.88849999999889,86.33698000000004,5136.0,38.0,2.954736,0.027266948,0.124264665,8.8121,0.36488000000000004,6.64,7.6,6.52,6.55,3.24,3.5800002,5.02,4.22,5.7,5.61,7.6,7.7,5.11,6.4,2.14
10515818-6340266,IC2602,162.99241666666387,-63.67405555555447,87.31899,4737.0,3.0,2.6946774,0.034045666,0.2134218,9.06715,0.36484537,6.8199997,7.84,6.7,6.64,3.32,3.68,5.16,4.42,5.82,5.77,7.67,7.65,5.33,6.53,2.35
10525142-6421139,IC2602,163.21424999999726,-64.35386111111004,94.572334,4703.0,25.0,2.6263251,0.037675343,0.07406718,9.28895,0.36470312,6.2799997,7.59,6.5,6.51,3.11,3.43,5.01,4.19,5.63,5.52,7.49,7.52,5.04,6.3,2.24
10440727-6354568,IC2602,161.03029166666397,-63.91577777777671,126.31794,4620.0,2.0,2.2707572,0.041077726,-0.05168242,9.410501,0.36448252,6.2599998,7.47,6.42,6.4100003,2.98,3.3300002,4.93,4.12,5.56,5.4500003,7.42,7.42,4.96,6.18,2.23
